회사명,대표이사,홈페이지,본사주소,재무현황연도
(주)제이아이제이,김정애,http://midtechs.com,"서울특별시 송파구 중대로 162 (가락동,선형빌딩3층)",2014
어린소나무,이의열,http://,"경기도 고양시 덕양구 통일로 140, B동 238호 (동산동, 삼송테크노밸리)",2016
비아이위즈(주),안재홍,http://www.biwiz.co.kr,"서울특별시 금천구 가산디지털2로 115, 713 (가산동, 대륭테크노타운3차)",2016
(주)원진티앤씨,김영희,http://,"세종특별자치시 조치원읍 터미널안길 90, 2층",2016
오비스텍(주),김영삼,http://www.ovistech.co.kr,"경기도 의왕시 이미로 40, 비동 1층 102호 (포일동, 인덕원아이티밸리)",2016
비쥬얼 엔지니어링 프로,박지인,http://www.vep.co.kr,"강원도 강릉시 사임당로 641-28, 210호 (대전동)",2016
(주)씨큐엠에스,안인영,http://www.c-qms.com,"경기도 안양시 동안구 벌말로 140, 7503 (관양동, 동일테크노타운7차 5층 7503호~7504호)",2016
(주)새롬데이타,권인혁,http://www.saeromdata.co.kr,"서울특별시 영등포구 여의대방로67길 22, 406호(여의도동, 태양빌딩)",2016
(주)유비컴즈,박찬미,http://www.okcb.net,"충청북도 청주시 상당구 1순환로 1239 (용암동, 청주타워4층)",2016
(주)자이온티앤에스,예용기,http://www.ziont.co.kr,"서울특별시 영등포구 당산로33길 15, 4층 (당산동3가, 에스유강서빌딩)",2016
주식회사 엔에스비,김지훈,http://dropshop.co.kr,"서울특별시 강남구 논현로97길 35, 1층 (역삼동, 역삼케이허브)",2016
주식회사 나날이,박재환,http://www.nanali.net,"서울특별시 마포구 백범로31길 21, 7층 726호 (공덕동, 서울창업허브)",2016
주식회사 윅스넷,강태진,http://www.wixnet.co.kr,"경기도 수원시 팔달구 경수대로 485, 503호(인계동, 삼익빌딩)",2016
(주)진흥원격평생교육원,송숙영,http://jhoneedu.com,"서울특별시 동대문구 왕산로 61, 한일빌딩 303호 (용두동)",2016
동아테크놀로지,김한승,http://dongasound.co.kr,전북특별자치도 전주시 덕진구 인교4길 6 (우아동1가),2016
(주)오륜디지탈,전국성,http://www.oryundigital.co.kr,"서울특별시 송파구 올림픽로35가길 11, 806호 (신천동, 한신코아오피스텔)",2016
(주)TGIC컴퓨터,장성욱,http://www.KFCIC.CO.KR,"경기도 안양시 만안구 전파로 53, 태광산업 본관1층 107호 (안양동)",2016
깜지북,양은경,http://,"경기도 군포시 용호1로16번길 6, 천수프라자 B-1 (당동)",2016
탐라시스템,박기준,http://tamrasys.kr,"경기도 부천시 삼작로 22, 102동 지하층 2호 호내 복층 중 2층 (삼정동)",2016
지앤템,정영석,http://,"부산광역시 해운대구 선수촌로 122, 104동 23층 2306호 (반여동, 아시아선수촌아파트)",2016
주식회사 휴먼인사이트,김태훈,http://,"부산광역시 해운대구 센텀중앙로 48, 805호 (우동, 에이스하이테크21)",2017
(주)디씨에스,이용렬,http://,"광주광역시 광산구 신창로 76, 202호 (신창동)",2016
(주)대경,이대수,http://,충청북도 제천시 송학주천로 79 (고암동) ,2016
(주)큐플랜,이성관,http://www.qplan.co.kr,"서울특별시 마포구 연남로1길 70, 5층 (연남동)",2016
책으로만드는세상,김선화,http://,"경기도 성남시 수정구 위례순환로 220, 5504동 1102호 (창곡동, 위례사랑으로부영55단지)",2016
(주)아이팝아이앤티,신은식,http://ipab.co.kr,"서울특별시 강남구 선릉로131길 11, 대원빌딩 501호 (논현동)",2016
(주)네트녹,방성식,http://www.netnoc.co.kr,"서울특별시 서초구 강남대로18길 16-6, 연합빌딩 201호 (양재동)",2016
책으로의끌림,최정숙,http://,"서울특별시 은평구 통일로 884, 484-32번지 백마노블레스텔 507호 (불광동)",2016
책과나무,최숙희,http://,"경기도 고양시 일산서구 호수로 896, 장성마을 403동 504호 (대화동, 장성마을4단지아파트)",2016
진진씨앤씨,김정민,http://,경기도 파주시 월롱면 휴암로 179,2016
성보전기공업(주),배영호,http://www.isetec.co.kr,부산광역시 기장군 정관면 정관로 929-9,2016
(주)금천산업개발,이준섭,http://,경상북도 영천시 금호읍 금호로 102-21  ,2016
주식회사 메쉬코리아,유정범,http://,"서울특별시 관악구 남부순환로 1925 (봉천동,호전크리닉스타워6층)",2013
로빅스(주),김충영,http://,"경기도 성남시 분당구 판교로 744, C-409 (야탑동)",2016
(주)아이엔컴,김승기,www.nuv.co.kr,"부산광역시 연제구 법원남로 16, 협성법조타운빌딩 603호 (거제동)",2016
(주)동원엔터프라이즈,박인구,www.dwenp.co.kr,서울특별시 서초구 마방로 68 (양재동),2013
주식회사 천호테크,김동철,http://,"경기도 부천시 석천로 397, 303동 604호 (삼정동)",2016
동원시스템즈(주),"이필환,김영현,조점근",www.dongwon.com,경기도 안양시 동안구 벌말로118번길 18 (관양동),2010
키위플 주식회사,신의현,http://kiwiple.com,"서울특별시 서초구 서초대로46길 92,  (서초동)",2015
활인서점,이정원,http://,"서울특별시 서초구 헌릉로8길 58, 101-202 (내곡동, 서초더샵포레)",2016
코오롱엔솔루션(주),이용현,http://www.en-solutions.co.kr,"인천광역시 연수구 송도과학로 32, S동 23층 2302호 (송도동, 송도아이티센터)",2016
동원씨앤에스(주),"정천용, 송재권",http://dongwoncns.com/,서울 서초구 논현로 71(양재동),2013
(주)휴케어,정승호,http://www.hucaregroup.com,"서울특별시 강남구 논현로152길 34 (신사동, 선인빌딩 6층)",2013
디지털와이티엔(주),김사모,www.digitalytn.co.kr,"경기도 성남시 분당구 느티로 16, 젤존타워 (정자동)",2009
금호석유화학(주),"박찬구, 김성채",http://www.kkpc.com,"서울특별시 중구 청계천로 100, 10~14층 (수표동)",2015
주식회사 아이먼트,정재훈,http://www.i-ment.com,"서울특별시 용산구 한강대로 115, 1601 (한강로2가, 대우디오빌)",2016
(주)에피폴라,김기태,http://epipolar.net,"경기도 성남시 분당구 판교로 253, A동 3층(삼평동, 판교이노밸리)",2015
(재)한국산업정책연구원,김재완,http://kipr.co.kr,전라남도 여수시 쌍봉로 163 (신기동),2016
(주)현대아이파크몰,최동주,www.iparkmall.co.kr,서울 용산구 한강로3가 40-999,2008
(주)다음커뮤니케이션,최세훈,http://www.daum.net/,제주 제주시 첨단로 242 (영평동),2011
코오롱글로벌(주),안병덕,http://,경기 과천시 별양상가2로 42(별앙동),2012
주식회사 아이두아이엔씨,강혁,http://,"서울특별시 서초구 서초대로25길 67, 2층 (방배동)",2010
(주) 알파,서정석,http://,경상북도 상주시 신봉학마루2길 12 (신봉동),2016
주식회사 디자인 센,손홍근,http://,"경기도 안양시 동안구 엘에스로 92, 22동 233호, 234호 (호계동, 국제유통단지)",2016
주식회사 더난소프트,서경원,http://www.bettersoft.co.kr,"서울특별시 마포구 양화로1길 29, 2층(합정동)",2016
비엔지컨설팅(주),강경문,http://,"전라남도 나주시 상야2길 7, ,비동 4층 356호(빛가람동, 중흥에이스클래스메가티움1차4층)",2016
이셀전자(주),정유환,http://www.ecellelec.com,"경기도 광명시 하안로 60, 에이동 1506호 (소하동, 광명테크노파크)",2016
(주)한길시스텍,정선용,http://,충청남도 천안시 동남구 신원2길 80 (신부동),2016
(주)케이디티엠에스,정진용,http://kdtms.co.kr,"경기도 안산시 단원구 해봉로330번길 8 (신길동, 정우벤처타운1, 205호, 509호)",2016
더원개발 주식회사,곽정산,http://,"제주특별자치도 제주시 연수로 40, 105동 203호 (일도이동, 혜성대유아파트)",2016
(주)닛소데이타,이종화,http://nissodata.com,"서울특별시 금천구 디지털로 130, 1203호 (가산동, 남성프라자(에이스9차)))",2016
주식회사 제이드,최형태,http://www.zade.co.kr,"서울특별시 영등포구 양평로22길 21 702(양평동5가,선유도코오롱디지털타워제이이7층)",2016
델리아이 주식회사,정종모,http://,"경기도 안양시 동안구 학의로 250 808(관양동,관양두산벤처다임)",2016
제이에스피웨어 주식회사,송경숙,http://www.jspware.com,"서울특별시 성북구 동소문로 260, 807호(하월곡동,길음환승주차빌딩)",2016
주식회사 바이오롭,유지환,http://,"대전광역시 유성구 엑스포로 461, 3층 (전민동)",2016
(주)성화,이재환,http://www.sunghwatele.com,서울특별시 금천구 두산로14길 4  (독산동),2016
주식회사 이아이비즈,원종구,http://www.eibiz.co.kr,"경기도 고양시 덕양구 고양대로 1393, 3층 303호 (성사동)",2016
아이티지이 주식회사,안명기,http://,"서울특별시 강남구 논현로85길 52, 7층 702호 (역삼동, 역삼푸르지오시티)",2016
환디자인,최정미,http://,강원도 정선군 남면 무릉2로 47,2016
SPM 정보,설창호,http://,"경기도 용인시 기흥구 동백2로 37, 4103동 11층 01호 (중동, 어은목마을대원칸타빌)",2016
(주)에스티에이엠,윤진혁,http://stam.kr,"서울특별시 마포구 만리재옛길 24, 2층 (신공덕동)",2016
에버코드 주식회사,구교충,http://,"서울특별시 강남구 테헤란로82길 15, 978호 (대치동, 디아이타워)",2016
서창전기통신(주),윤성희,http://,대구광역시 달서구 달서대로58길 121 (대천동),2016
(주)나린아이,채연석,http://www.narini.co.kr,"서울특별시 강남구 광평로 280, 1307호 (수서동, 로즈데일오피스텔)",2016
(주)하이텍정보시스템,윤태준,http://hitecis.co.kr,"부산광역시 강서구 유통단지1로 76, 3동 202호 (대저2동, 건축자재판매단지)",2016
(주)엘나인글로벌,한영권,http://www.l9global.com,"서울특별시 송파구 송파대로 260, 5층 347호 (가락동, 제일오피스텔)",2016
디에스랩주식회사,문병관,http://www.datascience.co.kr,서울특별시 광진구 아차산로33길 35-6 (화양동),2016
(주)다누리소프트,김동호,http://www.danuri-soft.com,"서울특별시 강남구 테헤란로14길 6, 758호 (역삼동,남도빌딩)",2016
(주)디스코드,김병철,http://,"서울특별시 금천구 가산디지털2로 123, 415호 (가산동, 월드메르디앙2차)",2017
월드스카이,한정흔,http://www.worldsky.kr,"서울특별시 용산구 청파로 74, 신관동 4층 13호 (한강로3가, 전자랜드)",2016
(주)태신프라미스,김연진,http://,"경기도 안양시 동안구 학의로 250, 602호 (관양동, 관양두산벤처다임)",2016
웰브(WELB),문민정,http://,경상남도 김해시 분성로 277 (봉황동),2016
마음정보(주),박종필,www.mauminfo.com,서울특별시 영등포구 국회대로 543(당산동4가),2016
주식회사 이노쏘비,김기헌,http://,"대구광역시 북구 유통단지로13길 9, 303호 (산격동)",2016
(주)맴프,신현호,http://mamp.co.kr,"대구광역시 달서구 달구벌대로 1512, 201호 (감삼동)",2016
(주)케이디링크,권황섭,http://www.kdlink.co.kr,"강원도 춘천시 금강로13번길 11, 2층 (소양로3가)",2016
굿컴,김주남,http://,"광주광역시 서구 군분2로 54, 12층 1203호 (화정동, 금호월드)",2016
제럭스(Zelux),김정완,http://,"충청남도 공주시 공주대학로 56, 215-2호 (신관동, 산학연구관)",2016
(주)엑셀콤,박송기,http://axelcom.co.kr,"경기도 안양시 동안구 학의로 268(관양동, 안양메가밸리 709호)",2016
(주)엔아이디인터렉티브,강유화,http://www.nidi.kr,"서울특별시 서초구 양재천로19길 26, 3층동 (양재동)",2016
쓰리디스튜디오보스주식회사,최성용,http://3d-vos.com,"광주광역시 북구 추암로 249, 405호 (월출동, 테크노파크2단지)",2016
CBT KOREA,안광찬,http://,강원도 춘천시 동내면 향군길 67,2016
(주)다빈치클라우드,남궁욱,http://www.davincicloud.co.kr,"서울특별시 구로구 디지털로31길 41, 11층 1103호 (구로동, 이앤씨벤처드림타워6차)",2016
주식회사 아시아시스템,최낙길,http://www.asiasystem.co.kr,"서울특별시 마포구 마포대로49,1005 (도화동, 성우빌딩), ",2016
블루젠,이정희,http://www.sysdrone.co.kr,"경기도 성남시 분당구 대왕판교로 670, 비동 1001호 (삼평동, 유스페이스2)",2016
주식회사 플레타플러스(FLETAPLUS Inc. ),박상률,http://www.fletaplus.com,"서울특별시 구로구 디지털로26길 72, 304호 (구로동,서울시창업지원센터3층)",2016
이츠솔루션주식회사,천영미,http://www.itssolution.com,대전광역시 유성구 궁동로68번길 9 (궁동),2016
(주)포디아,고대선,http://,"경기도 화성시 노작로3길 14(반송동, 101호,102호,103호 )",2016
주식회사 티씨엔프로덕션,이현태,http://tcnpro.co.kr,"대구광역시 중구 달구벌대로 2127, 8층 (봉산동)",2016
월드시스템(주),이복재,www.world2002.com,경상북도 구미시 1공단로10길 68 (공단동),2016
 (주)드림파워텍,이상구,http://dream114.net,대구광역시 달성군 다사읍 서재로14길 36,2016
광장서점 문구,유원란,http://,경상북도 포항시 남구 오천읍 정몽주로 549,2016
한화아이씨티(주),김홍덕,http://hanhwaict.com,대구광역시 수성구 무학로27길 19-1 (지산동),2016
(주)포라임,한지호,http://www.foraim.co.kr,"서울특별시 금천구 벚꽃로 286, 8층 813호(가산동, 삼성리더스타워)",2016
한국산업기술컨설팅(주),신용원,http://www.kicci.com,"서울특별시 영등포구 경인로 775, 1동 409호(문래동3가, 에이스하이테크시티)",2016
(주)나프미디어앤디자인,임중휘,http://naaf.co.kr,"서울특별시 강남구 언주로 804, 302호동 (신사동)",2016
유한회사 알파정보통신,강현숙,http://,"전북특별자치도 전주시 완산구 백제대로 283, 3층 (중화산동2가)",2016
주식회사 비메이크,신현목,http://,"서울특별시 마포구 성암로 330, C동 315호 (C-14) (상암동, DMC첨단산업센터)",2016
(주)누리플랜,이규홍,http://www.nuriplan.com,경기 김포시 대곶면 대곶로202번길 191,2016
주식회사 한스토리,박정환,http://한스토리.com,"대전광역시 서구 둔산로137번길 13, 5층 1호 (둔산동)",2016
